Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code
a-black-and-white-version-of-a-vintage-illustration-of-a-truck,A black and white version of a vintage illustration of a truck,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1466-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1466_h.jpg?v=1526408672,1,,false,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-illustration-of-a-truck,,,,,,,,Web-Res .jpg,,,,,COF1466-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-vintage-illustration-of-a-truck,A vintage illustration of a truck,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1465-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1465_h.jpg?v=1526408671,1,,false,,,,,,,,,,,,,,,,,lb,
a-vintage-illustration-of-a-truck,,,,,,,,Web-Res .jpg,,,,,COF1465-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-an-illustration-at-the-docks,A black and white version of an illustration at the docks,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1464-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1464_h.jpg?v=1526408670,1,,false,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-an-illustration-at-the-docks,,,,,,,,Web-Res .jpg,,,,,COF1464-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
an-illustration-at-the-docks,An illustration at the docks,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1463-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1463_h.jpg?v=1526408668,1,,false,,,,,,,,,,,,,,,,,lb,
an-illustration-at-the-docks,,,,,,,,Web-Res .jpg,,,,,COF1463-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-style-image-of-a-soldier,A black and white version of a vintage style image of a soldier,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1462-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1462_h.jpg?v=1526408667,1,,false,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-style-image-of-a-soldier,,,,,,,,Web-Res .jpg,,,,,COF1462-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-vintage-style-image-of-a-soldier,A vintage style image of a soldier,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1461-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1461_h.jpg?v=1526408666,1,,false,,,,,,,,,,,,,,,,,lb,
a-vintage-style-image-of-a-soldier,,,,,,,,Web-Res .jpg,,,,,COF1461-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-style-image-of-a-man-and-his-telescope,A black and white version of a vintage style image of a man and his telescope,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1460-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1460_h.jpg?v=1526408659,1,,false,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-style-image-of-a-man-and-his-telescope,,,,,,,,Web-Res .jpg,,,,,COF1460-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-vintage-style-image-of-a-man-and-his-telescope,A vintage style image of a man and his telescope,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1459-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1459_h.jpg?v=1526408658,1,,false,,,,,,,,,,,,,,,,,lb,
a-vintage-style-image-of-a-man-and-his-telescope,,,,,,,,Web-Res .jpg,,,,,COF1459-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-illustration-of-a-man-tending-to-fields-with-a-tractor,A black and white version of a vintage illustration of a man tending to fields with a tractor,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1458-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1458_h.jpg?v=1526408657,1,,false,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-illustration-of-a-man-tending-to-fields-with-a-tractor,,,,,,,,Web-Res .jpg,,,,,COF1458-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-vintage-illustration-of-a-man-tending-to-fields-with-a-tractor,A vintage illustration of a man tending to fields with a tractor,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1457-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1457_h.jpg?v=1526408655,1,,false,,,,,,,,,,,,,,,,,lb,
a-vintage-illustration-of-a-man-tending-to-fields-with-a-tractor,,,,,,,,Web-Res .jpg,,,,,COF1457-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-an-illustration-of-a-farmhouse,A black and white version of an illustration of a farmhouse,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1456-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1456_h.jpg?v=1526408654,1,,false,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-an-illustration-of-a-farmhouse,,,,,,,,Web-Res .jpg,,,,,COF1456-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
an-illustration-of-a-farmhouse,An illustration of a farmhouse,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1455-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1455_h.jpg?v=1526408652,1,,false,,,,,,,,,,,,,,,,,lb,
an-illustration-of-a-farmhouse,,,,,,,,Web-Res .jpg,,,,,COF1455-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-an-illustration-of-a-man-working-in-the-fields,A black and white version of an illustration of a man working in the fields,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1454-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1454_h.jpg?v=1526408650,1,,false,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-an-illustration-of-a-man-working-in-the-fields,,,,,,,,Web-Res .jpg,,,,,COF1454-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
an-illustration-of-a-man-working-in-the-fields,An illustration of a man working in the fields,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1453-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1453_h.jpg?v=1526408648,1,,false,,,,,,,,,,,,,,,,,lb,
an-illustration-of-a-man-working-in-the-fields,,,,,,,,Web-Res .jpg,,,,,COF1453-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-style-image-of-a-woman-steaming-clothes,A black and white version of a vintage style image of a woman steaming clothes,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1452-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1452_h.jpg?v=1526408646,1,,false,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-style-image-of-a-woman-steaming-clothes,,,,,,,,Web-Res .jpg,,,,,COF1452-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-vintage-style-image-of-a-woman-steaming-clothes,A vintage style image of a woman steaming clothes,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1451-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1451_h.jpg?v=1526408643,1,,false,,,,,,,,,,,,,,,,,lb,
a-vintage-style-image-of-a-woman-steaming-clothes,,,,,,,,Web-Res .jpg,,,,,COF1451-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-image-of-a-sailor-and-light-house,A black and white version of a vintage image of a sailor and light house,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1450-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1450_h.jpg?v=1526408642,1,,false,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-image-of-a-sailor-and-light-house,,,,,,,,Web-Res .jpg,,,,,COF1450-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-vintage-image-of-a-sailor-and-light-house,A vintage image of a sailor and light house,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1449-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1449_h.jpg?v=1526408641,1,,false,,,,,,,,,,,,,,,,,lb,
a-vintage-image-of-a-sailor-and-light-house,,,,,,,,Web-Res .jpg,,,,,COF1449-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-cartoon-style-image-of-a-worker,A black and white version of a cartoon style image of a worker,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1446-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1446_h.jpg?v=1526408639,1,,false,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-cartoon-style-image-of-a-worker,,,,,,,,Web-Res .jpg,,,,,COF1446-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-cartoon-style-image-of-a-worker,A cartoon style image of a worker,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1445-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1445_h.jpg?v=1526408637,1,,false,,,,,,,,,,,,,,,,,lb,
a-cartoon-style-image-of-a-worker,,,,,,,,Web-Res .jpg,,,,,COF1445-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-cartoon-style-image-of-a-welder,A black and white version of a cartoon style image of a welder,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1444-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1444_h.jpg?v=1526408636,1,,false,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-cartoon-style-image-of-a-welder,,,,,,,,Web-Res .jpg,,,,,COF1444-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-cartoon-style-image-of-a-welder,A cartoon style image of a welder,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1443-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1443_h.jpg?v=1526408634,1,,false,,,,,,,,,,,,,,,,,lb,
a-cartoon-style-image-of-a-welder,,,,,,,,Web-Res .jpg,,,,,COF1443-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-cartoon-style-image-of-a-gas-station-attendant,A black and white version of a cartoon style image of a gas station attendant,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1442-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1442_h.jpg?v=1526408633,1,,false,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-cartoon-style-image-of-a-gas-station-attendant,,,,,,,,Web-Res .jpg,,,,,COF1442-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-cartoon-style-image-of-a-gas-station-attendant,A cartoon style image of a gas station attendant,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1441-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1441_h.jpg?v=1526408631,1,,false,,,,,,,,,,,,,,,,,lb,
a-cartoon-style-image-of-a-gas-station-attendant,,,,,,,,Web-Res .jpg,,,,,COF1441-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-style-portrait-3,A black and white version of a vintage style portrait,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1440-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1440_h.jpg?v=1526408629,1,,false,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-style-portrait-3,,,,,,,,Web-Res .jpg,,,,,COF1440-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-vintage-style-portrait-3,A vintage style portrait,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1439-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1439_h.jpg?v=1526408628,1,,false,,,,,,,,,,,,,,,,,lb,
a-vintage-style-portrait-3,,,,,,,,Web-Res .jpg,,,,,COF1439-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-style-portrait-2,A black and white version of a vintage style portrait,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1438-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1438_h.jpg?v=1526408626,1,,false,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-style-portrait-2,,,,,,,,Web-Res .jpg,,,,,COF1438-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-vintage-style-portrait-2,A vintage style portrait,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1437-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1437_h.jpg?v=1526408624,1,,false,,,,,,,,,,,,,,,,,lb,
a-vintage-style-portrait-2,,,,,,,,Web-Res .jpg,,,,,COF1437-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-style-portrait-1,A black and white version of a vintage style portrait,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1436-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1436_h.jpg?v=1526408623,1,,false,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-style-portrait-1,,,,,,,,Web-Res .jpg,,,,,COF1436-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-vintage-style-portrait-1,A vintage style portrait,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1435-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1435_h.jpg?v=1526408621,1,,false,,,,,,,,,,,,,,,,,lb,
a-vintage-style-portrait-1,,,,,,,,Web-Res .jpg,,,,,COF1435-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-style-portrait,A black and white version of a vintage style portrait,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1434-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1434_h.jpg?v=1526408620,1,,false,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-style-portrait,,,,,,,,Web-Res .jpg,,,,,COF1434-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-vintage-style-portrait,A vintage style portrait,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1433-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1433_h.jpg?v=1526408619,1,,false,,,,,,,,,,,,,,,,,lb,
a-vintage-style-portrait,,,,,,,,Web-Res .jpg,,,,,COF1433-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-style-image-of-a-mechanic-at-work,A black and white version of a vintage style image of a mechanic at work,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1432-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1432_h.jpg?v=1526408617,1,,false,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-style-image-of-a-mechanic-at-work,,,,,,,,Web-Res .jpg,,,,,COF1432-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-vintage-style-image-of-a-mechanic-at-work,A vintage style image of a mechanic at work,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1431-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1431_h.jpg?v=1526408616,1,,false,,,,,,,,,,,,,,,,,lb,
a-vintage-style-image-of-a-mechanic-at-work,,,,,,,,Web-Res .jpg,,,,,COF1431-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-style-image-of-a-man-fixing-a-sofa,A black and white version of a vintage style image of a man fixing a sofa,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1430-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1430_h.jpg?v=1526408615,1,,false,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-style-image-of-a-man-fixing-a-sofa,,,,,,,,Web-Res .jpg,,,,,COF1430-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-vintage-style-image-of-a-man-fixing-a-sofa,A vintage style image of a man fixing a sofa,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1429-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1429_h.jpg?v=1526408614,1,,false,,,,,,,,,,,,,,,,,lb,
a-vintage-style-image-of-a-man-fixing-a-sofa,,,,,,,,Web-Res .jpg,,,,,COF1429-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-illustration-of-a-man-with-a-speech-bubble,A black and white version of a vintage illustration of a man with a speech bubble,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1428-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1428_h.jpg?v=1526408613,1,,false,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-illustration-of-a-man-with-a-speech-bubble,,,,,,,,Web-Res .jpg,,,,,COF1428-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-vintage-illustration-of-a-man-with-a-speech-bubble,A vintage illustration of a man with a speech bubble,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1427-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1427_h.jpg?v=1526408611,1,,false,,,,,,,,,,,,,,,,,lb,
a-vintage-illustration-of-a-man-with-a-speech-bubble,,,,,,,,Web-Res .jpg,,,,,COF1427-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-cartoon-style-drawing-of-a-construction-worker-1,A black and white version of a cartoon style drawing of a construction worker,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1426-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1426_h.jpg?v=1526408610,1,,false,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-cartoon-style-drawing-of-a-construction-worker-1,,,,,,,,Web-Res .jpg,,,,,COF1426-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-cartoon-style-drawing-of-a-construction-worker-1,A cartoon style drawing of a construction worker,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1425-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1425_h.jpg?v=1526408609,1,,false,,,,,,,,,,,,,,,,,lb,
a-cartoon-style-drawing-of-a-construction-worker-1,,,,,,,,Web-Res .jpg,,,,,COF1425-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-style-drawing-of-a-construction-worker-2,A black and white version of a vintage style drawing of a construction worker,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1424-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1424_h.jpg?v=1526408608,1,,false,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-style-drawing-of-a-construction-worker-2,,,,,,,,Web-Res .jpg,,,,,COF1424-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-vintage-style-drawing-of-a-construction-worker-2,A vintage style drawing of a construction worker,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1423-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1423_h.jpg?v=1526408606,1,,false,,,,,,,,,,,,,,,,,lb,
a-vintage-style-drawing-of-a-construction-worker-2,,,,,,,,Web-Res .jpg,,,,,COF1423-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-style-drawing-of-a-construction-worker-1,A black and white version of a vintage style drawing of a construction worker,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1422-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1422_h.jpg?v=1526408604,1,,false,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-style-drawing-of-a-construction-worker-1,,,,,,,,Web-Res .jpg,,,,,COF1422-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-vintage-style-drawing-of-a-construction-worker-1,A vintage style drawing of a construction worker,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1421-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1421_h.jpg?v=1526408603,1,,false,,,,,,,,,,,,,,,,,lb,
a-vintage-style-drawing-of-a-construction-worker-1,,,,,,,,Web-Res .jpg,,,,,COF1421-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-style-drawing-of-a-construction-worker,A black and white version of a vintage style drawing of a construction worker,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1420-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1420_h.jpg?v=1526408600,1,,false,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-style-drawing-of-a-construction-worker,,,,,,,,Web-Res .jpg,,,,,COF1420-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-vintage-style-drawing-of-a-construction-worker,A vintage style drawing of a construction worker,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1419-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1419_h.jpg?v=1526408599,1,,false,,,,,,,,,,,,,,,,,lb,
a-vintage-style-drawing-of-a-construction-worker,,,,,,,,Web-Res .jpg,,,,,COF1419-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-cartoon-style-drawing-of-a-construction-worker,A black and white version of a cartoon style drawing of a construction worker,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1418-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1418_h.jpg?v=1526408598,1,,false,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-cartoon-style-drawing-of-a-construction-worker,,,,,,,,Web-Res .jpg,,,,,COF1418-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-cartoon-style-drawing-of-a-construction-worker,A cartoon style drawing of a construction worker,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1417-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1417_h.jpg?v=1526408596,1,,false,,,,,,,,,,,,,,,,,lb,
a-cartoon-style-drawing-of-a-construction-worker,,,,,,,,Web-Res .jpg,,,,,COF1417-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-portrait,A black and white version of a vintage portrait,,Coco Flamingo,Image,"",true,Title,Hi-Res .jpg,,,,,COF1416-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/cof1416_h.jpg?v=1526408595,1,,false,,,,,,,,,,,,,,,,,lb,
a-black-and-white-version-of-a-vintage-portrait,,,,,,,,Web-Res .jpg,,,,,COF1416-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
